"","SEQN","INQ020","INQ012","INQ030","INQ060","INQ080","INQ090","INQ132","INQ140","INQ150","IND235","INDFMMPI","INDFMMPC","INQ300","IND310","INQ320"
"2130",95832,1,2,2,2,2,2,2,2,2,12,4.89,3,2,1,1
"2131",95833,1,1,2,2,2,2,2,1,2,7,2.99,3,2,5,1
"2132",95834,1,1,2,2,2,2,2,2,2,8,1.6,2,1,NA,1
"2133",95835,1,2,2,2,2,2,2,2,2,3,0.57,1,2,1,4
"2134",95836,1,2,2,2,2,2,1,2,2,4,1.02,1,2,4,1
"2135",95837,1,2,2,1,2,2,2,2,2,77,NA,7,7,NA,1
"2136",95838,2,2,1,2,1,2,2,2,2,6,2,3,2,1,1
"2137",95839,1,2,2,2,2,2,2,2,2,11,3.34,3,2,1,1
"2138",95840,1,2,2,2,2,2,2,2,1,7,1.25,1,2,1,1
"2139",95841,1,2,2,2,2,2,2,2,2,99,NA,9,2,1,1
"2140",95842,1,2,2,2,2,2,2,2,2,99,NA,9,2,1,4
"2141",95843,2,2,2,2,2,2,2,2,2,3,0.36,1,2,1,1
"2142",95844,2,2,1,2,2,2,2,1,2,8,2.96,3,1,NA,1
"2143",95845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2144",95846,1,2,2,2,1,2,2,1,2,99,NA,1,9,NA,1
"2145",95847,1,2,2,2,2,2,2,2,2,6,1.14,1,2,1,1
"2146",95848,1,2,2,2,2,2,2,2,2,3,0.58,1,1,NA,1
"2147",95849,1,2,2,2,2,2,2,2,2,8,1.46,2,2,3,1
"2148",95850,1,2,1,2,2,2,2,2,2,8,1.95,3,2,1,1
"2149",95851,1,2,2,2,2,2,2,2,2,6,1.34,2,2,1,1
"2150",95852,1,1,2,2,2,2,2,2,2,5,1.15,1,2,1,1
"2151",95853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2152",95854,1,2,2,2,2,2,2,2,2,7,2.99,3,2,1,1
"2153",95855,1,2,2,2,2,2,2,1,1,10,3.46,3,2,3,1
"2154",95856,2,2,2,1,2,1,2,2,1,77,NA,1,2,1,1
"2155",95857,1,2,2,2,2,2,2,2,2,10,2.45,3,2,1,1
"2156",95858,1,2,2,2,2,2,2,2,2,11,5,3,1,NA,1
"2157",95859,1,2,2,2,2,2,2,1,2,12,4.78,3,1,NA,1
"2158",95860,2,2,1,2,2,1,2,2,2,3,0.9,1,1,NA,3
"2159",95861,1,1,2,2,2,2,2,2,2,8,1.6,2,1,NA,1
"2160",95862,2,2,1,1,1,2,1,2,2,6,2.04,3,2,2,1
"2161",95863,1,2,1,2,1,2,2,1,2,99,NA,9,1,NA,2
"2162",95864,2,2,1,1,2,2,2,2,1,5,1.71,2,2,1,1
"2163",95865,1,2,2,2,2,2,2,2,2,6,1.37,2,2,1,1
"2164",95866,2,2,1,2,2,2,2,1,2,7,3.38,3,1,NA,1
"2165",95867,9,1,1,1,1,1,2,2,1,6,1.27,1,2,1,1
"2166",95868,2,2,1,2,1,2,2,1,2,6,2.49,3,1,NA,1
"2167",95869,1,1,1,2,1,2,2,1,2,5,1.88,3,2,1,1
"2168",95870,2,2,2,2,2,2,2,2,2,4,1.11,1,2,1,1
"2169",95871,1,2,2,2,2,2,2,2,1,1,0.14,1,2,1,1
"2170",95872,1,2,2,2,2,2,2,2,2,9,2.44,3,1,NA,1
"2171",95873,2,2,1,1,2,2,2,2,1,4,1.24,1,2,1,1
"2172",95874,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,2
"2173",95875,2,2,1,2,2,2,2,2,2,7,2.11,3,2,1,1
"2174",95876,1,1,2,2,2,2,2,9,2,10,2.87,3,1,NA,1
"2175",95877,1,2,2,2,1,2,2,1,2,99,NA,3,1,NA,1
"2176",95878,1,2,2,2,2,2,2,2,1,6,1.44,2,2,1,1
"2177",95879,1,2,2,2,2,2,2,2,2,10,2.93,3,7,NA,1
"2178",95880,2,2,1,2,1,2,2,2,2,5,1.98,3,2,1,1
"2179",95881,1,1,1,2,2,2,2,1,2,7,3.66,3,1,NA,1
"2180",95882,1,1,2,2,2,2,2,2,2,99,NA,3,2,1,1
"2181",95883,1,2,2,2,2,2,2,2,2,8,3.98,3,2,1,1
"2182",95884,1,2,2,2,2,2,2,2,2,9,2.34,3,2,4,1
"2183",95885,1,2,1,2,2,2,2,2,1,6,1.34,2,2,1,2
"2184",95886,1,2,2,2,2,2,2,2,2,99,NA,9,9,NA,1
"2185",95887,1,1,2,2,2,2,2,2,2,7,1.73,2,2,1,6
"2186",95888,1,2,1,2,2,2,2,2,2,10,2.87,3,2,1,1
"2187",95889,1,1,1,2,2,2,2,2,2,8,1.6,2,1,NA,1
"2188",95890,1,1,2,2,2,2,2,2,2,11,5,3,2,4,1
"2189",95891,1,2,1,2,2,2,2,2,2,11,3.75,3,2,4,1
"2190",95892,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
"2191",95893,1,2,2,2,2,2,2,2,2,77,NA,1,2,1,1
"2192",95894,1,1,2,2,2,2,1,2,2,3,0.49,1,2,1,1
"2193",95895,1,2,2,2,2,2,2,2,2,8,1.91,3,2,1,1
"2194",95896,1,2,2,2,2,2,2,2,2,6,2.49,3,2,1,1
"2195",95897,2,2,1,2,2,2,2,2,2,4,0.75,1,2,1,1
"2196",95898,1,2,2,2,2,2,2,2,2,12,4.27,3,1,NA,1
"2197",95899,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"2198",95900,1,2,2,2,2,2,2,1,2,7,3.48,3,1,NA,1
"2199",95901,1,2,2,2,2,2,2,2,2,7,1.63,2,2,1,1
"2200",95902,1,2,2,2,2,2,2,2,2,9,1.78,2,1,NA,1
"2201",95903,1,2,2,2,2,2,2,2,2,7,1.43,2,2,1,1
"2202",95904,1,2,2,2,2,2,2,1,1,12,5,3,1,NA,1
"2203",95905,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,6
"2204",95906,1,1,2,2,2,2,2,9,1,4,1.09,1,1,NA,1
"2205",95907,1,2,2,2,2,2,2,2,1,9,2.51,3,2,1,1
"2206",95908,1,1,1,2,1,2,2,2,2,99,NA,3,2,2,1
"2207",95909,1,2,1,1,2,2,1,2,2,5,0.83,1,2,1,1
"2208",95910,1,1,2,2,2,2,2,2,2,8,1.44,2,2,3,1
"2209",95911,1,2,2,2,2,2,2,2,2,6,1.2,1,2,2,1
"2210",95912,1,2,2,2,2,2,2,1,1,12,5,3,1,NA,1
"2211",95913,2,2,1,2,1,2,2,1,2,12,5,3,1,NA,1
"2212",95914,1,2,2,2,2,2,2,2,1,7,2.22,3,1,NA,1
"2213",95915,1,2,2,2,2,2,2,2,2,8,3.98,3,1,NA,1
"2214",95916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2215",95917,1,2,1,1,1,1,2,2,2,10,3.23,3,2,1,1
"2216",95918,1,2,2,2,1,2,2,2,2,99,NA,3,1,NA,1
"2217",95919,1,2,2,2,2,2,2,2,2,4,0.92,1,2,1,2
"2218",95920,1,2,2,2,2,2,2,1,2,11,3.41,3,1,NA,1
"2219",95921,1,2,2,2,2,2,2,2,1,4,0.73,1,2,1,1
"2220",95922,1,2,2,2,2,2,2,2,2,99,NA,3,9,NA,1
"2221",95923,2,2,1,2,2,2,2,2,2,6,1.1,1,2,1,1
"2222",95924,2,2,1,1,2,2,2,2,1,8,2.96,3,2,1,1
"2223",95925,1,2,2,2,2,2,2,2,1,7,1.56,2,2,1,1
"2224",95926,1,2,1,1,2,2,2,1,1,7,1.96,3,1,NA,1
"2225",95927,1,2,2,2,2,2,2,2,1,99,NA,1,2,1,3
"2226",95928,1,1,2,2,2,2,2,2,2,6,1.85,2,2,1,1
"2227",95929,2,2,2,2,2,2,2,2,1,4,0.67,1,2,1,1
"2228",95930,1,2,2,2,2,2,2,2,1,7,2.08,3,2,2,1
"2229",95931,2,2,1,1,2,2,2,2,2,6,2.07,3,2,1,1
"2230",95932,1,2,2,2,2,2,2,1,2,11,2.63,3,1,NA,1
"2231",95933,1,2,1,1,2,1,2,2,2,9,2.39,3,2,1,1
"2232",95934,1,2,2,2,2,2,2,1,2,12,3.75,3,2,2,1
"2233",95935,1,2,1,2,2,2,2,2,2,10,3.58,3,2,1,1
"2234",95936,1,2,1,2,1,2,2,2,2,99,NA,2,2,1,1
"2235",95937,1,2,2,2,2,2,2,2,2,8,1.46,2,2,3,1
"2236",95938,1,2,2,2,2,2,1,2,2,9,1.45,2,2,1,1
"2237",95939,2,2,1,2,1,2,2,1,2,9,3.57,3,1,NA,1
"2238",95940,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"2239",95941,1,1,2,2,2,2,2,2,2,10,2.25,3,2,2,1
"2240",95942,1,2,2,2,2,2,2,2,2,7,0.95,1,2,1,1
"2241",95943,1,2,2,2,2,2,2,2,2,3,0.29,1,2,1,3
"2242",95944,1,2,2,1,2,2,2,2,1,9,2.94,3,2,3,1
"2243",95945,1,2,1,2,2,2,2,2,2,3,1.2,1,2,1,4
"2244",95946,2,2,1,1,2,2,2,2,2,6,2.67,3,1,NA,8
"2245",95947,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"2246",95948,1,2,2,2,2,2,2,1,2,9,2.44,3,2,1,1
"2247",95949,1,2,2,2,2,2,2,2,2,8,1.46,2,2,3,1
"2248",95950,1,1,1,2,1,2,2,1,2,7,1.78,2,2,4,1
"2249",95951,1,2,2,1,2,2,2,2,1,11,2.63,3,2,1,1
"2250",95952,1,1,1,2,1,2,2,1,2,12,5,3,1,NA,1
"2251",95953,1,1,2,2,2,2,2,1,2,99,NA,1,1,NA,1
"2252",95954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2253",95955,1,2,2,2,2,2,2,2,2,4,0.82,1,2,1,1
"2254",95956,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"2255",95957,1,2,2,2,2,2,2,2,2,99,NA,9,9,NA,1
"2256",95958,1,1,2,1,2,2,2,1,1,5,0.83,1,2,1,1
"2257",95959,1,2,2,2,2,2,2,2,2,8,2.2,3,1,NA,1
"2258",95960,1,2,1,2,2,2,2,2,2,12,3.64,3,1,NA,1
"2259",95961,2,2,1,2,1,2,2,2,2,3,0.33,1,2,1,3
"2260",95962,1,2,2,2,2,2,2,2,2,11,3.82,3,2,2,1
"2261",95963,1,2,2,2,2,2,2,2,2,3,0.43,1,2,1,1
"2262",95964,2,2,1,1,1,2,2,1,1,8,2.96,3,1,NA,1
"2263",95965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2264",95966,1,1,2,2,1,2,2,1,2,11,5,3,1,NA,1
"2265",95967,1,2,2,2,2,2,2,1,1,8,1.46,2,1,NA,1
"2266",95968,1,1,2,2,2,2,2,1,1,9,3.69,3,1,NA,1
"2267",95969,1,1,2,2,2,2,2,2,2,3,0.46,1,1,NA,1
"2268",95970,1,2,2,2,2,2,2,2,1,8,1.29,1,2,1,1
"2269",95971,1,2,1,2,2,2,2,2,2,5,1.98,3,1,NA,1
"2270",95972,1,1,2,2,2,2,2,2,2,2,0.29,1,2,1,2
"2271",95973,1,2,2,2,2,2,2,2,2,7,1.73,2,2,2,1
"2272",95974,1,2,2,2,2,2,2,2,2,4,0.76,1,2,1,3
"2273",95975,1,2,2,2,2,2,2,2,2,8,1.84,2,2,1,1
"2274",95976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2275",95977,1,2,2,2,2,2,2,2,2,5,1.48,2,2,1,1
"2276",95978,2,2,1,2,2,1,2,2,2,3,0.73,1,2,1,4
"2277",95979,2,2,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,6
"2278",95980,2,2,2,2,2,2,2,2,2,3,0.59,1,2,1,1
"2279",95981,1,2,7,2,2,2,2,2,2,8,1.1,1,2,1,4
"2280",95982,1,2,2,2,2,2,2,2,2,4,0.68,1,1,NA,3
"2281",95983,1,2,1,2,1,2,2,1,2,5,1.98,3,1,NA,1
"2282",95984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2283",95985,1,2,2,2,2,2,2,2,2,2,0.44,1,2,1,1
"2284",95986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2285",95987,2,2,1,2,2,2,2,1,2,99,NA,9,7,NA,1
"2286",95988,2,2,1,2,2,2,2,1,2,6,1.91,3,7,NA,1
"2287",95989,1,2,2,2,2,2,2,2,2,3,0.73,1,2,1,1
"2288",95990,1,2,2,2,2,2,2,1,2,10,3.53,3,2,2,1
"2289",95991,1,2,2,2,2,2,2,2,2,7,1.67,2,2,1,1
"2290",95992,2,2,1,2,1,2,2,2,2,3,1.07,1,2,1,1
"2291",95993,2,2,1,2,2,2,2,2,2,4,1.49,2,1,NA,3
"2292",95994,7,7,2,2,2,2,2,2,2,77,NA,9,2,1,1
"2293",95995,2,2,2,2,2,1,2,2,2,1,0,1,2,1,6
"2294",95996,1,2,2,2,2,2,2,2,2,7,1.09,1,2,1,1
"2295",95997,1,1,1,2,1,2,2,2,2,99,NA,3,9,NA,1
"2296",95998,1,2,2,2,2,2,2,2,2,77,NA,9,2,99,1
"2297",95999,1,2,1,2,2,2,2,2,2,11,2.42,3,2,4,1
"2298",96000,1,2,2,2,2,2,2,1,2,3,0.89,1,1,NA,1
"2299",96001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2300",96002,1,1,2,2,2,1,2,2,2,7,1.22,1,2,1,1
"2301",96003,1,2,2,2,2,2,2,2,2,3,0.73,1,2,1,2
"2302",96004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2303",96005,1,2,2,2,2,2,2,2,2,9,2.04,3,2,1,1
"2304",96006,1,2,2,2,2,2,2,2,2,77,NA,7,7,NA,1
"2305",96007,2,2,1,2,1,2,2,2,2,4,1.43,2,1,NA,1
"2306",96008,1,2,2,2,2,2,2,2,2,5,1.48,2,2,1,1
"2307",96009,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"2308",96010,2,2,2,2,2,1,2,2,2,2,0.73,1,2,1,3
"2309",96011,1,2,2,2,2,2,2,2,2,5,0.73,1,2,1,1
"2310",96012,1,2,2,2,2,2,2,1,1,9,2.59,3,1,NA,1
"2311",96013,1,2,2,2,2,2,2,2,2,3,0.43,1,2,1,1
"2312",96014,1,2,2,2,2,2,2,2,2,9,3,3,1,NA,1
"2313",96015,1,2,2,2,2,2,2,2,2,6,1.2,1,2,1,1
"2314",96016,2,2,1,2,2,2,2,2,2,6,1.47,2,2,1,1
"2315",96017,1,2,2,2,2,2,2,2,2,99,NA,3,2,2,1
"2316",96018,1,2,2,2,2,2,2,2,1,8,1.53,2,1,NA,1
"2317",96019,1,1,1,2,2,2,2,1,2,7,3.28,3,2,5,1
"2318",96020,2,2,1,2,1,2,2,1,2,6,1.77,2,1,NA,1
"2319",96021,1,2,2,2,2,2,2,2,2,9,1.28,1,2,1,2
"2320",96022,1,2,2,2,2,2,2,2,2,99,NA,9,2,1,1
"2321",96023,1,1,1,1,1,2,1,2,2,12,1.81,2,2,4,1
"2322",96024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2323",96025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2324",96026,1,1,2,2,2,2,2,2,2,7,1.76,2,2,1,1
"2325",96027,2,1,1,2,2,2,2,1,2,7,2.97,3,1,NA,1
"2326",96028,1,2,2,2,2,2,2,2,2,10,2.5,3,1,NA,1
"2327",96029,1,2,2,2,2,2,2,2,2,7,2.19,3,2,3,1
"2328",96030,1,2,2,2,2,2,2,2,1,6,0.91,1,2,1,1
"2329",96031,1,2,1,2,2,2,2,2,2,9,3.65,3,2,3,1
"2330",96032,1,2,2,2,2,2,2,1,2,7,2.73,3,1,NA,1
"2331",96033,2,2,1,2,2,1,2,2,2,77,NA,2,2,1,3
"2332",96034,2,1,2,2,2,2,2,2,1,4,0.88,1,1,NA,1
"2333",96035,1,2,2,2,2,2,2,2,2,7,1.73,2,2,1,1
"2334",96036,1,2,2,2,2,2,2,2,1,4,0.82,1,2,1,1
"2335",96037,2,2,2,2,2,1,2,2,2,3,0.69,1,2,1,3
"2336",96038,1,2,2,2,2,2,2,1,2,11,4.11,3,1,NA,1
"2337",96039,1,2,2,2,2,2,2,2,2,99,NA,3,2,2,1
"2338",96040,1,2,2,2,2,2,2,2,2,5,0.83,1,2,1,1
"2339",96041,1,2,1,2,2,2,2,2,2,4,1.48,2,2,1,1
"2340",96042,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"2341",96043,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"2342",96044,1,1,1,2,2,2,2,2,2,8,2.96,3,2,1,1
"2343",96045,1,1,2,2,2,2,2,2,2,3,0.59,1,2,1,1
"2344",96046,1,2,2,2,2,2,2,2,1,7,1.43,2,2,1,1
"2345",96047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2346",96048,1,2,2,2,2,2,2,2,2,99,NA,9,2,1,2
"2347",96049,1,2,1,2,2,2,2,2,2,3,0.69,1,2,1,1
"2348",96050,1,1,2,2,2,2,2,1,1,12,3.26,3,1,NA,1
"2349",96051,1,1,2,2,2,2,2,1,2,7,1.46,2,1,NA,1
"2350",96052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2351",96053,1,2,2,2,2,2,2,2,2,8,1.95,3,2,3,1
"2352",96054,1,2,2,2,2,2,2,2,2,7,1.09,1,2,1,1
"2353",96055,1,1,2,2,2,2,2,2,1,99,NA,1,2,1,3
"2354",96056,1,2,2,2,2,2,2,2,2,99,NA,1,1,NA,2
"2355",96057,1,2,2,2,2,2,2,2,2,4,0.57,1,2,1,1
"2356",96058,1,2,2,2,2,2,2,2,2,5,0.82,1,2,2,1
"2357",96059,1,2,2,2,2,2,2,2,2,4,0.5,1,2,1,1
"2358",96060,1,2,2,2,2,2,2,2,2,99,NA,9,9,NA,1
"2359",96061,1,2,1,2,2,2,1,1,2,7,2.08,3,1,NA,1
"2360",96062,1,2,2,1,2,2,2,1,2,11,3.82,3,1,NA,1
"2361",96063,1,1,2,2,2,2,2,1,1,3,0.99,1,2,2,1
"2362",96064,1,2,2,2,2,2,2,1,2,11,5,3,1,NA,1
"2363",96065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2364",96066,2,2,1,2,2,1,2,2,2,4,0.61,1,2,1,1
"2365",96067,1,2,2,2,2,1,2,2,2,6,1.47,2,2,1,1
"2366",96068,1,2,1,2,2,2,2,2,2,9,1.28,1,2,3,1
"2367",96069,1,2,2,2,2,2,2,2,2,12,4.89,3,1,NA,1
"2368",96070,1,2,2,2,2,2,2,2,2,11,5,3,1,NA,1
"2369",96071,1,2,2,2,2,2,2,2,2,77,NA,7,7,NA,1
"2370",96072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2371",96073,1,2,2,2,2,2,2,2,2,12,4.88,3,1,NA,1
"2372",96074,1,2,2,2,2,2,2,1,2,12,4.78,3,1,NA,1
"2373",96075,1,2,2,2,2,2,2,2,2,5,0.63,1,2,1,1
"2374",96076,1,2,1,2,2,1,2,2,1,10,2.13,3,2,1,2
"2375",96077,2,2,1,2,2,2,2,2,2,99,NA,9,2,1,4
"2376",96078,1,2,2,2,2,2,2,2,2,6,2.17,3,2,1,1
"2377",96079,1,2,2,2,2,2,2,2,2,4,1.51,2,2,1,4
"2378",96080,1,2,2,2,2,2,2,2,2,4,0.76,1,2,1,1
"2379",96081,1,2,2,2,2,2,2,2,2,7,1.07,1,2,1,1
"2380",96082,1,2,2,2,2,2,2,2,2,7,1.73,2,2,3,1
"2381",96083,1,2,1,2,2,2,2,1,2,12,3.64,3,2,2,1
"2382",96084,1,2,2,2,2,2,2,2,2,3,0.99,1,2,1,1
"2383",96085,2,2,2,2,2,2,2,2,2,2,0.16,1,1,NA,1
"2384",96086,2,2,2,2,1,2,2,1,2,8,2.96,3,1,NA,1
"2385",96087,1,1,2,1,1,2,2,1,1,9,2.89,3,1,NA,1
"2386",96088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2387",96089,2,1,1,1,1,2,2,1,1,9,3.65,3,2,1,1
"2388",96090,2,2,1,2,2,2,2,2,2,3,1.2,1,2,1,3
"2389",96091,1,2,1,2,1,2,2,2,2,7,1.39,2,2,1,1
"2390",96092,1,2,2,2,2,2,2,2,2,3,0.57,1,2,1,4
"2391",96093,1,2,2,2,2,2,2,2,2,1,0,1,2,1,4
"2392",96094,1,2,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,1
"2393",96095,1,2,2,2,2,2,2,2,2,9,2.44,3,1,NA,1
"2394",96096,1,1,2,2,2,2,2,2,2,4,1.29,1,2,1,1
"2395",96097,2,2,1,1,2,2,1,2,2,1,0,1,2,1,3
"2396",96098,2,2,2,2,2,2,2,2,2,8,2.31,3,2,1,1
"2397",96099,1,1,2,2,2,2,2,2,2,3,0.41,1,2,1,2
"2398",96100,2,2,1,1,2,2,2,2,2,99,NA,1,2,1,2
"2399",96101,1,2,2,9,2,2,2,2,2,99,NA,9,2,1,1
"2400",96102,1,2,2,2,2,2,1,2,2,5,0.82,1,2,1,1
"2401",96103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2402",96104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2403",96105,1,2,2,2,2,2,2,2,2,4,1.48,2,2,1,4
"2404",96106,1,2,2,2,2,2,2,2,1,7,2.08,3,1,NA,1
"2405",96107,1,2,2,2,2,2,2,2,2,4,0.63,1,2,1,1
"2406",96108,1,2,2,2,2,2,2,2,2,7,1.46,2,2,1,1
"2407",96109,1,2,2,2,2,2,2,2,2,5,0.73,1,2,1,1
"2408",96110,1,2,1,2,2,2,2,2,2,99,NA,3,2,99,1
"2409",96111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2410",96112,1,1,1,2,2,2,2,2,2,7,3.18,3,2,1,1
"2411",96113,1,2,2,2,2,2,2,2,1,2,0.35,1,2,1,1
"2412",96114,2,2,1,2,2,2,2,2,2,2,0.77,1,2,1,1
"2413",96115,2,2,2,2,2,1,2,2,2,2,0.7,1,2,1,3
"2414",96116,1,2,2,2,2,2,2,1,2,99,NA,3,1,NA,1
"2415",96117,1,2,1,2,2,2,2,1,2,12,5,3,1,NA,1
"2416",96118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2417",96119,1,2,2,2,2,2,2,1,2,12,4.17,3,2,1,1
"2418",96120,2,2,2,2,2,1,2,2,1,99,NA,1,2,1,1
"2419",96121,1,1,1,2,2,2,2,2,2,9,3.65,3,2,1,1
"2420",96122,1,2,1,2,1,1,2,2,1,9,2.44,3,2,1,1
"2421",96123,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"2422",96124,2,2,2,2,2,2,2,2,2,1,0,1,2,1,4
"2423",96125,1,2,2,2,2,2,2,2,2,10,4.06,3,2,5,1
"2424",96126,1,2,2,2,1,2,1,2,2,9,1.82,2,2,1,1
"2425",96127,1,2,2,2,2,2,2,1,2,12,3.47,3,1,NA,1
"2426",96128,1,2,2,2,2,2,2,1,1,12,5,3,1,NA,1
"2427",96129,1,1,2,2,2,2,2,2,1,99,NA,1,2,1,1
"2428",96130,1,1,2,1,2,2,2,9,2,7,0.79,1,2,2,1
"2429",96131,1,2,2,2,2,2,2,2,2,8,1.84,2,2,1,1
"2430",96132,1,2,2,2,2,2,2,1,1,12,3.87,3,1,NA,2
"2431",96133,1,2,2,2,2,2,2,2,2,7,1.76,2,2,1,1
"2432",96134,2,2,1,2,1,2,2,1,2,11,5,3,1,NA,1
"2433",96135,1,1,1,2,1,2,2,2,2,99,NA,3,2,3,1
"2434",96136,1,2,2,2,2,2,2,2,2,99,NA,9,2,99,1
"2435",96137,1,2,1,2,2,2,2,2,2,5,0.88,1,2,1,1
"2436",96138,1,1,1,2,2,2,2,1,2,6,1.52,2,1,NA,1
"2437",96139,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,2
"2438",96140,1,2,2,2,2,2,2,2,2,99,NA,9,9,NA,1
"2439",96141,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"2440",96142,1,2,2,2,2,2,2,2,2,4,0.88,1,2,1,1
"2441",96143,1,2,2,2,2,2,2,2,2,10,4.37,3,1,NA,1
"2442",96144,2,1,1,2,1,2,2,2,1,7,2.99,3,7,NA,1
"2443",96145,2,2,1,2,1,2,2,1,2,11,5,3,1,NA,1
"2444",96146,1,2,2,2,2,2,2,1,2,9,2.39,3,1,NA,1
"2445",96147,1,1,2,2,2,2,1,2,1,6,2.17,3,2,3,1
"2446",96148,1,2,2,2,2,2,2,2,2,10,2.24,3,2,1,1
"2447",96149,1,2,1,2,2,2,2,1,2,8,3.28,3,1,NA,1
"2448",96150,1,2,2,2,2,2,2,2,2,2,0.6,1,2,1,1
"2449",96151,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"2450",96152,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
"2451",96153,1,2,2,2,2,2,2,1,2,8,1.67,2,2,1,1
"2452",96154,1,2,2,2,2,2,2,2,2,8,2.31,3,2,1,1
"2453",96155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2454",96156,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"2455",96157,1,2,2,2,2,1,2,2,2,6,0.94,1,2,1,1
"2456",96158,1,2,2,2,2,2,2,2,2,6,1.44,2,2,1,1
"2457",96159,2,2,1,1,2,2,2,2,2,7,3.18,3,2,1,1
"2458",96160,1,1,2,2,2,2,2,2,1,9,3.5,3,1,NA,2
"2459",96161,1,2,2,2,2,2,2,2,2,7,1.63,2,2,1,1
"2460",96162,1,2,2,2,2,2,2,2,2,7,2.48,3,2,5,1
"2461",96163,1,2,2,2,2,2,2,2,2,99,NA,3,2,2,1
"2462",96164,1,2,1,2,2,2,2,1,2,8,2.92,3,1,NA,1
"2463",96165,1,2,2,2,2,2,2,2,2,3,0.59,1,2,1,3
"2464",96166,1,1,2,2,2,2,1,2,1,5,1.04,1,2,1,1
"2465",96167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2466",96168,1,2,2,2,2,2,2,2,2,11,2.67,3,2,2,1
"2467",96169,2,2,1,2,2,2,2,2,2,77,NA,1,2,1,1
"2468",96170,2,2,1,1,2,2,2,2,1,6,1.63,2,2,99,1
"2469",96171,2,2,1,2,2,2,2,1,2,4,1.58,2,1,NA,1
"2470",96172,2,2,1,2,1,2,2,1,2,7,3.48,3,2,4,1
"2471",96173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2472",96174,1,2,2,1,2,2,2,2,2,77,NA,7,7,NA,1
"2473",96175,1,2,2,2,2,2,2,2,2,3,0.38,1,2,2,2
"2474",96176,1,2,2,2,2,2,2,2,1,6,0.77,1,2,1,1
"2475",96177,1,2,2,2,2,2,2,1,2,5,0.85,1,2,1,1
"2476",96178,1,2,2,2,1,2,2,1,1,11,4.88,3,1,NA,1
"2477",96179,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
