"","SEQN","INQ020","INQ012","INQ030","INQ060","INQ080","INQ090","INQ132","INQ140","INQ150","IND235","INDFMMPI","INDFMMPC","INQ300","IND310","INQ320"
"7692",101394,1,2,2,2,2,2,2,2,2,8,1.67,2,2,1,1
"7693",101395,1,1,2,2,2,2,2,1,2,99,NA,3,1,NA,1
"7694",101396,2,2,1,2,1,2,2,1,2,7,2.36,3,1,NA,1
"7695",101397,1,1,2,2,2,2,2,2,2,99,NA,1,2,1,1
"7696",101398,2,2,1,2,1,2,2,1,2,7,2.55,3,7,NA,1
"7697",101399,1,2,2,2,2,2,2,2,2,12,4.59,3,1,NA,1
"7698",101400,1,2,2,2,2,2,2,2,2,5,0.98,1,2,99,1
"7699",101401,1,2,2,2,2,2,2,2,2,99,NA,1,2,4,1
"7700",101402,1,2,1,2,2,1,1,1,2,8,2.29,3,2,1,1
"7701",101403,1,2,2,2,2,2,2,2,2,11,2.67,3,2,2,1
"7702",101404,1,2,1,2,2,1,2,2,2,99,NA,9,2,1,3
"7703",101405,1,2,2,2,2,2,2,1,2,11,5,3,7,NA,1
"7704",101406,7,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"7705",101407,1,2,1,2,2,2,2,1,2,11,5,3,1,NA,1
"7706",101408,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
"7707",101409,1,2,2,1,1,1,2,2,2,1,0.29,1,2,1,1
"7708",101410,1,2,2,2,2,2,2,1,2,12,4.88,3,1,NA,1
"7709",101411,2,2,2,1,2,1,2,2,2,2,0.63,1,2,1,6
"7710",101412,1,2,2,2,2,2,2,2,2,12,3.64,3,2,1,1
"7711",101413,1,2,2,2,2,2,2,2,2,3,0.59,1,1,NA,1
"7712",101414,2,2,1,2,1,2,2,2,2,3,0.83,1,2,1,2
"7713",101415,1,1,2,2,2,2,2,1,2,10,2.24,3,1,NA,1
"7714",101416,1,1,2,2,2,2,2,2,1,12,5,3,1,NA,1
"7715",101417,1,1,2,2,2,2,2,2,2,99,NA,1,2,3,1
"7716",101418,1,2,2,2,2,2,2,2,1,12,5,3,1,NA,1
"7717",101419,1,2,2,2,2,2,2,2,2,12,4.3,3,2,5,1
"7718",101420,1,2,2,2,2,2,2,2,1,9,2.1,3,2,1,1
"7719",101421,1,2,1,2,1,1,2,2,1,9,2.44,3,2,1,1
"7720",101422,9,2,2,2,2,2,2,9,2,99,NA,9,9,NA,1
"7721",101423,2,2,2,2,1,2,2,2,2,5,1.98,3,2,1,4
"7722",101424,1,2,2,2,2,2,2,2,2,12,5,3,2,1,1
"7723",101425,1,2,2,2,2,2,2,2,2,7,1.43,2,2,1,1
"7724",101426,1,2,2,2,2,2,2,2,1,6,1.82,2,2,1,1
"7725",101427,1,2,2,2,2,2,2,2,2,99,NA,3,9,NA,1
"7726",101428,1,2,2,2,2,2,2,2,1,12,5,3,2,3,1
"7727",101429,1,1,2,1,2,2,2,1,1,12,4.17,3,1,NA,1
"7728",101430,1,2,2,2,2,2,2,2,2,11,3.26,3,1,NA,1
"7729",101431,1,1,2,2,2,2,2,2,2,10,3.23,3,2,2,1
"7730",101432,2,2,1,1,1,2,2,1,2,7,2.69,3,1,NA,1
"7731",101433,1,2,2,2,2,2,2,2,2,10,2.45,3,2,2,1
"7732",101434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7733",101435,1,2,2,2,2,2,2,2,2,7,1.43,2,2,2,1
"7734",101436,2,2,1,2,1,2,2,1,2,10,4.21,3,1,NA,1
"7735",101437,1,2,2,2,2,2,2,2,2,2,0.29,1,2,1,1
"7736",101438,1,2,2,2,2,2,2,2,2,9,2.89,3,2,1,1
"7737",101439,1,2,2,2,2,2,2,2,2,99,NA,2,2,1,1
"7738",101440,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"7739",101441,1,2,2,2,2,2,2,1,2,6,1.53,2,1,NA,1
"7740",101442,1,2,1,2,2,2,2,2,2,7,1.76,2,1,NA,1
"7741",101443,1,2,2,2,1,2,2,2,2,6,1.85,2,2,1,1
"7742",101444,1,2,2,2,2,2,2,2,2,9,3.49,3,1,NA,1
"7743",101445,1,2,2,2,2,2,2,2,2,4,0.73,1,2,1,1
"7744",101446,1,2,2,2,2,2,2,2,2,8,4.56,3,1,NA,1
"7745",101447,1,2,2,2,2,2,2,1,2,9,2.44,3,2,1,1
"7746",101448,2,2,1,2,2,2,2,2,1,3,0.77,1,2,1,3
"7747",101449,1,2,2,2,2,2,2,2,2,5,1.98,3,1,NA,1
"7748",101450,1,2,2,2,2,2,2,2,2,5,0.73,1,2,1,1
"7749",101451,1,2,2,1,2,2,2,2,2,5,1.18,1,1,NA,1
"7750",101452,1,2,2,1,2,2,2,2,1,6,1.67,2,2,1,1
"7751",101453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7752",101454,1,2,2,1,2,2,2,2,2,8,2.96,3,1,NA,1
"7753",101455,1,1,2,2,2,2,2,2,2,3,0.9,1,2,1,6
"7754",101456,1,1,2,2,2,2,2,2,2,8,1.9,3,2,2,1
"7755",101457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7756",101458,2,2,1,9,1,9,2,2,2,99,NA,1,2,1,1
"7757",101459,1,2,2,2,2,2,2,9,9,99,NA,9,1,NA,1
"7758",101460,1,2,2,2,2,2,2,2,1,6,1.6,2,2,1,1
"7759",101461,2,2,2,2,2,2,2,2,2,2,0.4,1,2,1,6
"7760",101462,1,2,2,1,2,2,2,2,1,7,2.28,3,2,1,1
"7761",101463,1,2,1,2,2,1,1,2,2,3,0.69,1,2,3,1
"7762",101464,1,1,2,2,2,2,2,9,1,4,1.09,1,1,NA,1
"7763",101465,1,2,2,2,2,2,2,2,2,4,0.65,1,2,1,4
"7764",101466,2,2,1,2,2,2,2,1,2,99,NA,3,1,NA,1
"7765",101467,1,1,2,1,2,2,1,2,1,5,0.98,1,2,1,1
"7766",101468,1,2,1,2,2,2,2,2,2,11,4.62,3,1,NA,1
"7767",101469,1,2,2,2,2,2,2,1,1,12,5,3,1,NA,1
"7768",101470,1,2,2,2,2,2,2,1,2,8,2.92,3,1,NA,1
"7769",101471,1,2,2,2,2,2,2,1,2,12,4.27,3,1,NA,1
"7770",101472,1,2,2,2,2,2,2,1,2,99,NA,3,1,NA,1
"7771",101473,1,2,2,2,2,2,2,2,2,6,0.96,1,2,1,1
"7772",101474,1,2,2,2,2,2,2,2,2,10,3.47,3,2,1,1
"7773",101475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7774",101476,1,2,2,2,2,2,2,2,2,5,0.98,1,9,NA,1
"7775",101477,2,2,1,2,2,2,2,2,2,4,0.67,1,2,1,1
"7776",101478,2,2,1,2,2,2,2,2,2,2,0.7,1,2,2,3
"7777",101479,1,2,1,2,2,2,2,2,2,5,2.06,3,2,1,1
"7778",101480,1,1,2,2,2,2,2,2,2,12,5,3,2,2,2
"7779",101481,1,2,2,2,2,2,2,2,1,5,1.46,2,2,1,1
"7780",101482,1,2,2,2,2,2,2,2,2,99,NA,9,9,NA,1
"7781",101483,1,2,2,2,2,2,2,2,2,6,0.92,1,2,1,1
"7782",101484,1,2,2,1,1,2,2,2,2,12,5,3,1,NA,1
"7783",101485,1,2,2,2,2,2,2,2,2,6,0.96,1,2,1,1
"7784",101486,1,2,2,1,2,1,2,2,2,8,2.84,3,2,1,1
"7785",101487,1,2,1,2,2,2,2,2,2,6,1.62,2,2,1,1
"7786",101488,1,2,1,2,1,2,2,2,2,12,4.88,3,2,2,1
"7787",101489,1,2,2,2,2,2,2,1,2,11,5,3,1,NA,1
"7788",101490,2,2,1,2,1,2,2,2,2,3,0.71,1,2,1,1
"7789",101491,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"7790",101492,1,2,1,2,2,2,1,2,2,3,0.69,1,2,1,3
"7791",101493,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,2
"7792",101494,1,1,2,2,2,2,2,2,2,12,4.39,3,1,NA,8
"7793",101495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7794",101496,1,2,2,2,2,2,2,2,2,10,2.63,3,2,2,1
"7795",101497,1,2,2,2,2,2,2,2,1,10,3.29,3,2,3,1
"7796",101498,2,2,1,2,2,2,2,2,2,4,1.59,2,2,5,5
"7797",101499,1,2,2,2,2,2,2,2,2,4,0.87,1,2,1,1
"7798",101500,1,2,2,2,1,2,2,2,2,99,NA,3,2,1,1
"7799",101501,1,1,2,2,2,2,2,2,2,12,5,3,2,3,1
"7800",101502,1,2,1,2,1,2,2,1,2,7,1.73,2,1,NA,1
"7801",101503,1,2,2,2,2,2,2,2,1,6,0.91,1,2,1,1
"7802",101504,1,2,2,2,2,2,2,2,2,7,1.09,1,2,1,1
"7803",101505,1,2,7,2,7,2,2,7,2,NA,NA,NA,NA,NA,3
"7804",101506,1,1,2,2,2,2,2,2,1,99,NA,1,2,1,3
"7805",101507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7806",101508,1,2,2,2,2,2,2,1,2,4,1.09,1,1,NA,1
"7807",101509,1,1,2,2,2,2,1,1,2,8,1.26,1,2,1,1
"7808",101510,1,2,1,1,2,2,2,1,1,7,2.99,3,2,2,1
"7809",101511,1,2,2,2,2,1,1,2,2,5,0.73,1,2,1,1
"7810",101512,1,1,2,2,2,2,2,1,2,9,1.32,2,2,1,1
"7811",101513,1,2,1,1,2,1,2,2,2,4,1.18,1,2,1,3
"7812",101514,1,2,2,2,2,2,2,2,2,8,1.85,2,2,1,4
"7813",101515,1,1,2,2,2,2,2,2,2,10,2.73,3,2,1,1
"7814",101516,1,2,2,2,2,2,2,1,1,12,5,3,1,NA,1
"7815",101517,1,2,2,2,2,2,2,2,2,7,2.22,3,2,2,1
"7816",101518,2,2,1,2,1,2,2,2,2,6,2.37,3,2,1,1
"7817",101519,1,2,1,2,1,2,2,2,2,99,NA,3,2,99,1
"7818",101520,1,2,2,2,2,2,2,2,2,99,NA,2,2,1,1
"7819",101521,7,7,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"7820",101522,2,2,1,2,1,2,2,2,2,7,2.14,3,1,NA,1
"7821",101523,2,1,1,2,1,2,2,2,2,9,3.69,3,2,1,1
"7822",101524,1,2,2,2,2,2,2,2,2,7,1.25,1,2,1,1
"7823",101525,1,1,2,2,2,2,1,1,2,12,5,3,1,NA,1
"7824",101526,1,2,2,2,2,2,1,2,2,5,1.15,1,2,1,1
"7825",101527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7826",101528,1,2,2,2,2,2,2,2,2,12,4.88,3,1,NA,1
"7827",101529,2,2,2,2,2,2,1,2,2,99,NA,9,2,1,1
"7828",101530,1,2,2,2,2,2,2,2,2,9,2.44,3,2,1,1
"7829",101531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7830",101532,2,2,2,2,2,2,1,2,1,3,0.4,1,2,1,4
"7831",101533,1,2,2,2,2,2,2,2,2,11,4.62,3,1,NA,1
"7832",101534,1,1,2,2,2,2,2,2,2,7,1.24,1,1,NA,1
"7833",101535,2,2,1,2,1,2,2,1,2,10,4.37,3,1,NA,1
"7834",101536,1,2,2,2,2,2,2,2,2,8,1.84,2,1,NA,1
"7835",101537,1,2,2,2,2,2,2,1,2,9,2.17,3,2,4,1
"7836",101538,1,1,2,2,2,1,2,2,2,3,0.71,1,2,1,1
"7837",101539,1,2,2,2,2,2,2,2,2,12,4.62,3,1,NA,1
"7838",101540,1,2,2,2,2,2,2,2,2,5,1.15,1,2,1,7
"7839",101541,1,2,1,2,1,2,2,1,2,99,NA,NA,7,NA,1
"7840",101542,1,2,2,2,2,2,2,2,2,11,2.86,3,2,1,1
"7841",101543,1,1,2,2,2,2,2,1,2,11,3.75,3,1,NA,1
"7842",101544,1,1,2,2,2,2,2,2,2,9,3.69,3,1,NA,1
"7843",101545,1,2,2,2,2,2,2,2,2,7,3.56,3,2,3,1
"7844",101546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7845",101547,1,2,2,2,2,2,2,2,2,8,2.35,3,2,1,1
"7846",101548,1,1,1,2,1,2,2,1,2,12,5,3,2,4,1
"7847",101549,1,2,2,2,2,2,2,2,2,11,5,3,1,NA,1
"7848",101550,1,1,2,2,2,2,2,2,1,9,2.76,3,2,1,1
"7849",101551,1,1,2,2,2,2,1,1,2,8,1.26,1,2,1,1
"7850",101552,1,2,2,2,1,2,1,2,2,9,1.82,2,2,1,1
"7851",101553,1,2,2,2,2,2,2,2,2,11,3.34,3,2,1,1
"7852",101554,1,1,2,1,2,2,2,2,1,5,1.18,1,2,1,1
"7853",101555,1,2,2,2,2,2,2,2,2,5,0.96,1,2,1,1
"7854",101556,1,2,2,2,2,2,2,2,2,7,0.92,1,2,3,1
"7855",101557,1,2,2,2,2,2,2,2,2,7,1.46,2,2,1,1
"7856",101558,1,2,2,2,2,2,2,2,2,7,1.31,2,1,NA,1
"7857",101559,1,2,2,2,2,2,2,2,2,6,1.22,1,2,1,1
"7858",101560,1,2,2,2,2,2,2,2,2,11,2.92,3,2,3,1
"7859",101561,1,2,2,2,2,2,2,2,2,5,0.98,1,2,2,1
"7860",101562,1,2,2,2,2,2,2,2,2,99,NA,2,2,1,1
"7861",101563,1,2,2,2,2,2,2,2,2,6,1.37,2,2,1,1
"7862",101564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7863",101565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7864",101566,1,1,2,2,2,2,2,1,2,1,0,1,1,NA,2
"7865",101567,1,2,2,2,2,2,2,2,2,4,0.72,1,2,1,1
"7866",101568,1,2,2,2,2,2,2,2,2,77,NA,9,2,99,1
"7867",101569,1,1,2,2,2,2,2,2,2,7,1.24,1,1,NA,1
"7868",101570,1,1,1,2,2,2,1,2,2,9,2.89,3,2,1,1
"7869",101571,1,2,1,1,1,1,2,2,2,99,NA,3,2,4,1
"7870",101572,1,2,2,2,2,2,2,2,2,7,2.19,3,1,NA,1
"7871",101573,1,1,2,2,2,2,2,2,2,6,1.22,1,2,1,1
"7872",101574,1,2,1,2,2,2,2,2,2,99,NA,1,2,1,1
"7873",101575,1,1,2,2,2,2,2,1,2,11,5,3,2,2,1
"7874",101576,1,1,2,2,2,2,2,2,2,3,0.49,1,2,1,1
"7875",101577,1,1,2,2,2,2,2,2,2,12,4.17,3,1,NA,1
"7876",101578,1,2,1,2,1,2,2,1,2,12,5,3,1,NA,1
"7877",101579,2,2,1,2,1,2,2,2,2,99,NA,3,1,NA,1
"7878",101580,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7879",101581,2,2,1,2,2,2,2,2,2,3,1.12,1,2,1,6
"7880",101582,1,2,2,2,2,2,2,2,2,11,2.67,3,1,NA,1
"7881",101583,1,2,2,2,2,2,2,2,2,4,0.5,1,2,1,1
"7882",101584,1,1,2,2,2,2,2,2,2,99,NA,3,2,2,1
"7883",101585,1,2,2,2,2,2,1,2,2,3,0.8,1,2,1,1
"7884",101586,2,2,1,1,2,2,1,2,2,3,0.56,1,2,1,1
"7885",101587,1,2,2,2,2,2,2,2,2,5,1.18,1,2,1,1
"7886",101588,1,2,2,2,2,2,2,2,2,7,1.76,2,2,1,1
"7887",101589,1,2,2,2,2,2,2,1,2,77,NA,3,2,77,1
"7888",101590,1,2,2,1,2,2,2,2,1,11,2.86,3,1,NA,1
"7889",101591,1,2,2,2,2,2,2,2,2,7,2.02,3,2,1,1
"7890",101592,1,2,1,2,2,1,2,2,1,12,5,3,2,1,1
"7891",101593,1,2,2,2,2,2,2,2,2,3,0.44,1,2,1,1
"7892",101594,1,2,2,2,2,2,2,2,2,9,2.94,3,1,NA,1
"7893",101595,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,2
"7894",101596,1,2,2,2,2,2,2,2,2,12,3.87,3,1,NA,1
"7895",101597,2,2,1,2,1,2,2,1,2,NA,NA,NA,NA,NA,1
"7896",101598,1,2,1,1,2,1,2,2,1,6,0.89,1,2,1,1
"7897",101599,1,2,2,2,2,2,2,2,2,6,2.08,3,2,1,1
"7898",101600,1,1,2,2,2,2,2,2,2,10,2.5,3,2,3,1
"7899",101601,1,2,1,1,1,2,1,2,1,11,4.39,3,1,NA,1
"7900",101602,1,2,2,2,2,1,2,2,1,5,0.52,1,2,1,1
"7901",101603,1,2,2,2,2,2,2,2,2,77,NA,7,7,NA,1
"7902",101604,1,2,2,2,2,2,2,2,1,5,0.98,1,2,2,2
"7903",101605,1,2,1,2,2,2,1,1,2,3,0.86,1,2,1,1
"7904",101606,2,2,2,2,2,2,2,2,2,3,0.41,1,2,99,1
"7905",101607,1,2,2,2,2,2,2,2,1,99,NA,9,2,1,2
"7906",101608,2,2,1,1,2,2,2,2,1,7,2.59,3,1,NA,1
"7907",101609,1,2,2,2,2,2,2,2,2,11,3.9,3,1,NA,1
"7908",101610,1,2,2,2,2,2,1,1,2,3,0.71,1,2,1,1
"7909",101611,1,1,2,2,2,2,2,2,2,77,NA,1,2,1,1
"7910",101612,1,2,1,2,1,2,2,2,2,11,3.82,3,1,NA,1
"7911",101613,1,2,1,2,2,2,1,2,2,4,1.18,1,2,1,1
"7912",101614,1,1,2,2,2,2,2,2,2,11,3.94,3,2,5,1
"7913",101615,2,2,2,2,2,2,2,2,2,99,NA,9,2,1,3
"7914",101616,1,2,1,2,2,1,9,1,1,8,1.16,1,2,1,1
"7915",101617,1,2,2,2,2,2,2,2,1,9,3,3,1,NA,1
"7916",101618,1,1,2,2,2,2,2,2,2,7,1.31,2,2,1,1
"7917",101619,1,2,1,2,2,1,2,2,2,6,0.96,1,2,1,1
"7918",101620,1,2,2,2,2,2,2,2,2,11,5,3,1,NA,1
"7919",101621,2,9,1,2,1,2,2,2,2,6,1.47,2,1,NA,1
"7920",101622,1,1,2,2,2,2,2,2,2,4,0.61,1,2,1,1
"7921",101623,1,1,1,2,2,2,2,2,2,11,5,3,2,1,1
"7922",101624,1,2,2,2,2,2,2,2,2,7,1.51,2,2,1,1
"7923",101625,1,2,2,2,2,2,2,2,2,9,3.69,3,2,3,1
"7924",101626,1,2,2,2,2,2,2,2,2,7,1.73,2,2,1,1
"7925",101627,1,2,1,2,1,2,2,2,2,12,5,3,1,NA,1
"7926",101628,1,2,1,2,2,2,1,2,1,4,0.52,1,2,1,1
"7927",101629,1,2,2,2,2,2,2,2,2,9,2.89,3,2,1,1
"7928",101630,1,2,1,2,2,2,2,2,2,6,1.07,1,2,1,1
"7929",101631,2,2,1,2,2,2,2,1,2,11,4.74,3,1,NA,1
"7930",101632,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7931",101633,1,2,2,2,2,2,2,2,1,3,0.39,1,2,1,1
"7932",101634,2,2,1,2,2,2,2,1,2,6,1.85,2,1,NA,1
"7933",101635,2,2,1,1,2,2,2,2,1,8,3.1,3,2,2,1
"7934",101636,1,2,1,2,2,1,2,2,2,99,NA,9,2,1,2
"7935",101637,1,2,2,1,2,2,2,2,2,2,0.44,1,2,1,1
"7936",101638,1,2,2,2,2,2,2,2,2,11,4.9,3,7,NA,1
"7937",101639,1,2,2,2,2,1,2,2,1,7,1.24,1,2,1,1
"7938",101640,1,1,1,1,1,2,2,2,2,8,2.35,3,1,NA,1
"7939",101641,1,1,2,2,2,2,2,2,2,8,1.95,3,1,NA,1
"7940",101642,1,2,2,2,2,2,2,1,2,77,NA,3,2,1,1
"7941",101643,1,1,2,2,2,2,1,2,1,4,1.03,1,2,1,1
"7942",101644,2,1,1,1,2,2,2,2,1,5,0.83,1,2,2,1
"7943",101645,1,2,1,2,2,1,1,2,2,3,0.69,1,2,3,1
"7944",101646,1,2,2,2,2,2,2,2,1,9,2.45,3,2,1,1
"7945",101647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7946",101648,1,2,2,2,2,2,2,2,2,8,2.64,3,2,1,1
"7947",101649,1,2,2,2,2,2,2,2,1,10,2.87,3,1,NA,1
"7948",101650,2,2,1,2,1,2,2,2,2,99,NA,9,2,1,1
"7949",101651,2,2,2,2,2,2,2,2,1,1,0.03,1,2,1,1
"7950",101652,1,2,2,2,2,2,2,2,2,11,3.54,3,2,3,1
"7951",101653,1,2,1,2,1,2,2,2,1,11,3.41,3,2,1,1
"7952",101654,2,2,1,1,1,2,2,2,1,7,2.33,3,1,NA,1
"7953",101655,1,2,2,2,2,2,2,2,2,8,1.63,2,2,1,1
"7954",101656,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"7955",101657,1,2,2,2,2,2,2,2,1,7,1.43,2,2,1,1
"7956",101658,1,2,2,2,2,2,2,2,2,99,NA,3,2,1,1
"7957",101659,1,2,2,2,2,2,2,1,2,11,4.04,3,1,NA,1
"7958",101660,1,2,2,2,2,2,2,1,2,11,5,3,1,NA,1
"7959",101661,1,1,2,2,2,2,2,2,2,99,NA,9,9,NA,2
"7960",101662,1,1,2,2,2,2,2,1,2,10,4.01,3,1,NA,1
"7961",101663,1,2,2,2,2,2,2,2,1,7,1.5,2,2,1,1
"7962",101664,2,2,2,2,2,2,2,2,1,3,1.19,1,2,1,1
"7963",101665,1,2,2,2,2,2,2,2,2,11,3.9,3,1,NA,1
"7964",101666,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,1
"7965",101667,1,2,2,2,2,2,2,2,1,1,0,1,2,1,4
"7966",101668,1,1,2,2,2,2,2,2,2,8,1.53,2,1,NA,1
"7967",101669,2,2,2,2,2,2,2,2,2,2,0.16,1,1,NA,1
"7968",101670,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7969",101671,1,2,2,2,2,2,2,2,2,77,NA,3,2,3,1
"7970",101672,1,2,2,2,2,2,2,2,2,12,4.4,3,2,1,1
"7971",101673,1,2,1,1,2,1,2,2,1,6,0.89,1,2,1,1
"7972",101674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7973",101675,1,2,2,2,2,2,2,2,2,3,1.04,1,2,1,1
"7974",101676,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
"7975",101677,1,2,2,2,2,2,2,2,2,5,1.48,2,1,NA,1
"7976",101678,2,2,1,1,2,2,2,2,2,5,1.04,1,2,1,1
"7977",101679,2,2,1,2,2,1,2,2,2,2,0.68,1,2,1,6
"7978",101680,2,2,2,1,2,1,2,1,2,6,1.47,2,2,1,1
"7979",101681,1,2,2,2,2,2,2,2,1,6,1.53,2,2,1,1
"7980",101682,1,2,2,1,2,2,2,2,1,11,2.63,3,2,1,1
"7981",101683,2,2,1,2,2,2,2,1,2,99,NA,3,1,NA,1
"7982",101684,1,1,2,2,2,2,2,2,2,99,NA,9,2,1,2
"7983",101685,2,2,1,2,2,2,2,2,2,5,1.26,1,2,1,1
"7984",101686,1,2,2,2,2,2,2,2,2,9,1.42,2,2,1,1
"7985",101687,2,2,1,2,1,2,2,2,2,6,1.74,2,2,1,1
"7986",101688,1,1,2,2,2,2,2,2,2,11,2.86,3,2,1,1
"7987",101689,2,2,1,2,2,2,2,2,2,4,1.11,1,2,1,1
"7988",101690,2,2,1,2,1,2,2,1,2,8,3.33,3,1,NA,1
"7989",101691,2,2,1,1,2,1,2,2,2,99,NA,1,2,1,1
"7990",101692,1,2,1,2,1,2,2,1,2,11,4.35,3,1,NA,1
"7991",101693,1,2,2,2,2,2,2,2,2,9,3,3,2,1,1
"7992",101694,2,2,2,1,2,2,2,2,2,99,NA,1,2,1,1
"7993",101695,2,2,2,1,2,1,2,2,2,3,0.79,1,2,1,3
"7994",101696,2,2,1,7,7,7,7,7,7,NA,NA,NA,NA,NA,1
"7995",101697,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"7996",101698,2,2,2,1,2,2,1,2,1,3,0.58,1,2,1,2
"7997",101699,1,2,2,2,2,2,2,2,2,9,2.94,3,2,3,1
"7998",101700,2,2,1,2,1,2,2,1,2,99,NA,3,1,NA,1
"7999",101701,1,2,2,2,2,2,2,2,2,8,2.92,3,2,2,1
"8000",101702,2,2,1,2,9,2,2,1,2,5,1.98,3,1,NA,1
"8001",101703,1,2,1,2,2,2,2,2,2,3,0.39,1,1,NA,3
"8002",101704,9,9,9,9,9,9,1,9,9,99,NA,9,9,NA,3
"8003",101705,1,2,2,2,2,2,1,2,2,9,2.94,3,2,3,1
"8004",101706,1,2,2,2,2,2,1,2,2,6,1.32,2,2,1,1
"8005",101707,2,2,1,2,2,2,2,2,2,4,1.42,2,1,NA,3
"8006",101708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8007",101709,1,2,2,2,2,2,2,1,2,8,2.29,3,2,2,1
"8008",101710,2,2,1,2,1,2,2,1,2,12,5,3,1,NA,1
"8009",101711,1,2,1,2,2,2,2,2,2,9,1.28,1,2,3,1
"8010",101712,1,2,2,2,2,2,2,2,2,8,1.91,3,2,2,1
"8011",101713,1,1,2,2,2,2,2,2,2,11,2.58,3,1,NA,1
"8012",101714,1,2,2,2,2,2,2,2,2,12,4.49,3,2,1,1
"8013",101715,1,2,2,2,2,2,2,2,2,10,4.43,3,1,NA,1
"8014",101716,1,1,2,2,2,2,2,2,2,7,1.73,2,2,1,1
"8015",101717,1,2,2,2,2,2,2,2,2,5,0.83,1,2,1,1
"8016",101718,1,2,2,1,2,2,2,2,1,3,0.57,1,2,1,1
"8017",101719,1,2,2,2,2,2,2,2,1,10,2.87,3,1,NA,1
"8018",101720,1,2,2,2,2,2,2,2,2,99,NA,2,2,4,1
"8019",101721,1,2,2,2,2,2,1,1,1,8,1.45,2,1,NA,1
"8020",101722,1,2,2,1,9,1,2,2,1,99,NA,1,2,1,1
"8021",101723,1,1,1,2,2,2,2,1,2,99,NA,9,1,NA,1
"8022",101724,1,2,2,2,1,2,2,2,2,12,5,3,1,NA,2
"8023",101725,1,2,2,2,2,2,2,2,2,12,4.62,3,1,NA,1
"8024",101726,1,2,2,2,2,2,2,2,2,7,1.76,2,2,2,1
"8025",101727,1,2,2,2,2,1,1,2,1,99,NA,1,2,1,1
"8026",101728,1,1,1,2,2,2,2,2,2,4,1.29,1,2,1,1
"8027",101729,2,2,9,1,2,2,2,2,2,2,0.36,1,2,1,7
"8028",101730,1,2,1,2,1,2,2,2,2,7,2.37,3,1,NA,1
"8029",101731,1,2,2,2,2,2,2,2,2,6,0.92,1,2,1,1
"8030",101732,1,2,2,2,2,2,2,1,2,9,4.98,3,2,1,1
"8031",101733,1,2,2,2,2,2,2,2,2,6,1.22,1,2,2,1
"8032",101734,1,2,2,2,2,2,2,1,2,11,3.27,3,1,NA,1
"8033",101735,1,2,1,2,1,2,7,2,2,5,0.75,1,2,1,1
"8034",101736,1,2,2,2,2,2,2,2,1,6,1.37,2,2,1,1
"8035",101737,2,2,1,2,2,1,2,1,2,4,1.15,1,2,1,1
"8036",101738,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"8037",101739,1,2,2,2,2,2,2,2,2,99,NA,9,2,1,1
"8038",101740,1,2,2,2,2,2,2,2,2,8,1.67,2,2,1,2
"8039",101741,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"8040",101742,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"8041",101743,1,2,1,2,1,2,2,2,2,8,1.49,2,2,1,1
"8042",101744,1,2,2,2,2,2,2,2,2,7,3.46,3,2,1,1
